epoch,acc,loss,val_acc,val_loss
0,0.8488447,1.1266058972705464,0.8046875,2.210986778140068
1,0.83261687,1.1167983789000135,0.7421875,2.7629599571228027
2,0.81536806,1.0913029560031964,0.6953125,3.225081980228424
3,0.7883933,1.0684786979173058,0.6328125,2.8104496002197266
4,0.78984416,0.9869989305670626,0.7890625,1.68243607878685
5,0.78758734,0.9402298852545289,0.6328125,1.9541241228580475
6,0.77657175,0.8839439717201433,0.734375,1.6039869487285614
7,0.7811392,0.8841216044686094,0.6484375,2.650326281785965
8,0.7915099,0.7614101984464529,0.7265625,1.796667903661728
9,0.79446536,0.7207078642157447,0.7109375,1.4901541769504547
10,0.79575497,0.6823821274045202,0.6328125,2.473846912384033
11,0.78667384,0.6732693172069555,0.703125,1.7020942568778992
12,0.7998388,0.620302935198103,0.78125,1.6653290838003159
13,0.81278884,0.5695698237321836,0.6796875,1.6031812131404877
14,0.80865127,0.5679289386623708,0.75,1.4953336119651794
15,0.81278884,0.5325947386113434,0.7421875,1.3481550216674805
16,0.8268673,0.5011509530105439,0.6796875,1.8595339357852936
17,0.82638365,0.5112761084399989,0.7734375,1.3865766823291779
18,0.8290704,0.4857326693308005,0.7109375,1.7022711634635925
19,0.83578724,0.4478082842868833,0.8125,1.1728559732437134
20,0.8441698,0.4242060416285269,0.765625,1.2010531425476074
21,0.8480387,0.40455052669438507,0.7265625,1.5426526069641113
22,0.85701233,0.38096528819080483,0.78125,1.2994893789291382
23,0.85620636,0.37332034779910983,0.765625,1.9269897937774658
24,0.8646427,0.34815595898764445,0.7265625,1.715523600578308
25,0.87173563,0.3352646088528469,0.7421875,1.5228927731513977
26,0.8777539,0.30047189728180873,0.765625,1.1938695907592773
27,0.88463193,0.2946696991222523,0.765625,1.1860183328390121
28,0.8887695,0.2748434791834289,0.796875,1.1877608746290207
29,0.888662,0.28431727709344673,0.71875,1.7875613272190094
30,0.89623857,0.2537219796067302,0.765625,1.6393360197544098
31,0.9037077,0.2363155276076132,0.7265625,1.4247608184814453
32,0.90440625,0.23685044433307095,0.78125,1.4443833231925964
33,0.9116604,0.21550083347625032,0.7578125,1.6987380385398865
34,0.9140247,0.20304179607644113,0.765625,1.4532365500926971
35,0.91794735,0.19691319990410275,0.7421875,1.6819923520088196
36,0.92557764,0.1854975388282942,0.7421875,1.1432800740003586
37,0.9224073,0.1982318541207879,0.7890625,1.3351022899150848
38,0.9257389,0.17987203309504488,0.78125,1.4991610050201416
39,0.9326706,0.17023883042200966,0.7421875,1.606123447418213
40,0.9300376,0.17301111036905206,0.78125,1.3189758509397507
41,0.9383127,0.15179055674270409,0.796875,1.3727553933858871
42,0.9372918,0.14986049739965573,0.7890625,1.5239642709493637
43,0.94347125,0.13925015674847982,0.7890625,1.6324714422225952
44,0.9458356,0.13472506557543254,0.734375,1.6464332044124603
45,0.94916713,0.11891632961170089,0.8359375,1.0440797582268715
46,0.94825363,0.13166984496438153,0.8515625,1.1824019849300385
47,0.95142394,0.11797037173088167,0.8359375,0.9388585239648819
48,0.9525524,0.11925785294437903,0.8359375,1.1260784082114697
49,0.95572275,0.11127412362469047,0.8125,1.3019846081733704
