epoch,loss,lr
0,0.007586469876293333,0.19999854
1,0.005184642517761026,0.19999854
2,0.0046454758416576425,0.19999854
3,0.004326949866237112,0.19999854
4,0.0041075409315418105,0.19999854
5,0.003942584371445546,0.19999854
6,0.0038111003879931684,0.19999854
7,0.0037022538163980156,0.19999854
8,0.0036104464172254805,0.19999854
9,0.0035315219751512325,0.19999854
10,0.0034607961250602464,0.19999854
11,0.0033992089820105527,0.19999854
12,0.00333881304106608,0.19999854
13,0.0032869964122661894,0.19999854
14,0.0032327188658085805,0.19999854
15,0.003181855237320369,0.19999854
16,0.003137385778047733,0.19999854
17,0.0030930760514753515,0.19999854
18,0.0030757692375738936,0.19999854
19,0.0030053268601513946,0.19999854
20,0.0029608534934712,0.19999854
21,0.0029258771776230793,0.19999854
22,0.002886776896381271,0.19999854
23,0.0028479581879163685,0.19999854
24,0.002802093133192117,0.19999854
25,0.002751395002118617,0.19999854
26,0.00271312452394243,0.19999854
27,0.0026837327891287067,0.19999854
28,0.0026564970001660185,0.19999854
29,0.0026225861258965914,0.19999854
30,0.002597180610585959,0.19999854
31,0.002580647171273636,0.19999854
32,0.002555487852494982,0.19999854
33,0.0025395827119066515,0.19999854
34,0.0025411844313797567,0.19999854
35,0.0024605606728054607,0.040000387
36,0.0024501018367812555,0.040000387
37,0.0024437408486470227,0.040000387
38,0.00243831929427655,0.040000387
39,0.0024333024901431384,0.040000387
