epoch,acc,loss,val_acc,val_loss
0,0.95577645,0.34727666847095845,0.9375,0.3974588793789735
1,0.95760345,0.30253725821304767,0.9375,0.45331503823399544
2,0.96227837,0.27089115665481694,0.90625,0.8352854549884796
3,0.9632993,0.24161512916212816,0.8984375,0.8347772769629955
4,0.96706074,0.19840875715026568,0.890625,0.6523446626961231
5,0.9687265,0.19498186970184003,0.9140625,0.4118703342974186
6,0.97146696,0.1627744381745082,0.921875,0.45797700714319944
7,0.97055346,0.15680630875867424,0.90625,0.5735641587525606
8,0.97205806,0.15973355072784923,0.921875,0.449707408901304
9,0.97318643,0.15627600537499106,0.9453125,0.5467822097143653
10,0.97522837,0.14609166783677063,0.9296875,0.4758410652866587
11,0.97533584,0.12680810168845794,0.9296875,0.4415306784212589
12,0.97533584,0.13446578541697843,0.9453125,0.43202710116747767
13,0.979957,0.1026582862016961,0.953125,0.3598912740344531
14,0.9795271,0.09405161082153676,0.921875,0.45103394612669945
15,0.9803869,0.09604776443326452,0.9375,0.4448734186589718
16,0.9820527,0.08907145325467578,0.9375,0.4547700695693493
17,0.98189145,0.09206864103674729,0.9375,0.34270950499922037
18,0.9830199,0.07828670320800919,0.9453125,0.36398870176344644
19,0.9827512,0.08092797949002356,0.9296875,0.3357996828854084
20,0.98371845,0.07903391799492278,0.921875,0.4886966096237302
21,0.98216015,0.08702280501047623,0.9453125,0.4343870904413052
22,0.9842558,0.07990863084752946,0.953125,0.3230616423097672
23,0.98318106,0.07592818175897663,0.9296875,0.5059446822851896
24,0.9835572,0.07727530312175862,0.9375,0.4081222038148553
25,0.98344976,0.07635775823001717,0.9296875,0.42713190242648125
26,0.98640513,0.06131467773862373,0.9296875,0.4399355286732316
27,0.98635143,0.06586986266784577,0.9453125,0.4303048141300678
28,0.9857066,0.062156361221440415,0.9375,0.3524411544203758
29,0.9853842,0.06766185526999595,0.9375,0.5206879340112209
30,0.98764104,0.060619498751348186,0.9453125,0.341548066586256
31,0.98715746,0.05943781764542708,0.9375,0.41695910785347223
32,0.98726493,0.06174605361812756,0.921875,0.5212252140045166
33,0.9880172,0.05625660872857221,0.9375,0.5156234689056873
34,0.98812467,0.053162793158730806,0.9296875,0.5386466234922409
35,0.9880172,0.053091486368244394,0.921875,0.4743375536054373
36,0.9894143,0.04651128069739093,0.921875,0.641070231795311
37,0.989683,0.04077725512657493,0.9140625,0.5329789817333221
38,0.9902203,0.04575109918174581,0.9375,0.5176200903952122
39,0.9893606,0.04541007764101413,0.9140625,0.6349680051207542
40,0.9901666,0.04406458189997692,0.9375,0.4642284233123064
41,0.9909726,0.04098355798599716,0.9375,0.4695814441947732
42,0.98946804,0.050853224616545005,0.953125,0.3836345747113228
43,0.9909189,0.0322678518358428,0.953125,0.46082770451903343
44,0.99011284,0.04193790329173113,0.9140625,0.46618758141994476
45,0.9909189,0.03828845611824001,0.9296875,0.5165426121093333
46,0.9892531,0.045457423174424014,0.9140625,0.616866871714592
47,0.98844707,0.05287661600102801,0.9453125,0.3864510487765074
48,0.9902203,0.04772584939518862,0.9375,0.678966149687767
49,0.99226224,0.03557609013627968,0.9296875,0.473457932472229
