epoch,accuracy,loss,val_accuracy,val_loss
0,0.8062869310379028,1.0511348247528076,0.7734375,1.028463363647461
1,0.8106394410133362,0.7366491556167603,0.75,0.9081138372421265
2,0.8349812030792236,0.5678640007972717,0.765625,1.0479400157928467
3,0.8574422597885132,0.4575689136981964,0.796875,0.734581708908081
4,0.8788823485374451,0.36960968375205994,0.703125,1.274025321006775
5,0.8939817547798157,0.3051586151123047,0.7734375,0.9016392827033997
6,0.9111230373382568,0.2536225914955139,0.78125,1.0570337772369385
7,0.9198817610740662,0.2136235237121582,0.78125,0.8292649388313293
8,0.9400859475135803,0.16790036857128143,0.7890625,0.8072166442871094
9,0.9466953277587891,0.13949041068553925,0.8515625,0.5414720773696899
10,0.95185387134552,0.12554509937763214,0.8671875,0.6493221521377563
11,0.9552391171455383,0.11325839906930923,0.8203125,0.8864833116531372
12,0.9633530378341675,0.09444213658571243,0.828125,0.838280439376831
13,0.9670607447624207,0.09043614566326141,0.8046875,1.0125893354415894
14,0.9703922867774963,0.07869959622621536,0.8359375,0.8390167951583862
15,0.9749059677124023,0.06724534183740616,0.796875,0.8547356724739075
16,0.9740462303161621,0.0674373209476471,0.8125,1.1538958549499512
17,0.9751209020614624,0.06702377647161484,0.8515625,0.7226409316062927
18,0.9786136746406555,0.05490599200129509,0.84375,0.6103896498680115
19,0.9794196486473083,0.0552205815911293,0.8515625,0.7756882309913635
20,0.9801719784736633,0.054297950118780136,0.8125,0.9413315653800964
21,0.9794196486473083,0.054264578968286514,0.828125,0.8792219161987305
22,0.9830735921859741,0.04480089992284775,0.8203125,0.8990268111228943
23,0.9853842258453369,0.041232939809560776,0.8828125,0.5720387697219849
24,0.9829661250114441,0.04399252310395241,0.828125,0.8904721736907959
25,0.9851155281066895,0.0411878377199173,0.796875,0.9528526663780212
26,0.985814094543457,0.038263749331235886,0.828125,0.7299821376800537
27,0.9852767586708069,0.03758641704916954,0.8046875,1.0261762142181396
28,0.9872111678123474,0.036529310047626495,0.8359375,0.8350985050201416
29,0.9894142746925354,0.02999875321984291,0.8515625,0.709083616733551
30,0.9892531037330627,0.029868103563785553,0.8125,1.188815951347351
31,0.9882858395576477,0.03353685513138771,0.8203125,0.765641450881958
32,0.990327775478363,0.025643860921263695,0.796875,1.2237340211868286
33,0.9883933663368225,0.03136562556028366,0.8203125,0.8376871943473816
34,0.9886620044708252,0.03021269477903843,0.8515625,0.7912917137145996
35,0.9908651113510132,0.025828300043940544,0.859375,0.7356157302856445
36,0.9889307022094727,0.03040776215493679,0.875,0.7408514022827148
37,0.9909188747406006,0.024318458512425423,0.8671875,0.7911040782928467
38,0.9918323755264282,0.02302907034754753,0.859375,0.7873666286468506
39,0.992530882358551,0.02206464670598507,0.8515625,0.7683732509613037
40,0.9919935464859009,0.023265965282917023,0.8515625,1.0558329820632935
41,0.9929070472717285,0.02122642658650875,0.8671875,0.7789704203605652
42,0.9914562106132507,0.023601047694683075,0.875,0.7704681158065796
43,0.9930145144462585,0.020121747627854347,0.84375,0.9217259883880615
44,0.992638349533081,0.022758416831493378,0.8046875,1.0086617469787598
45,0.992315948009491,0.019532959908246994,0.8515625,0.9030072689056396
46,0.9941429495811462,0.01657116413116455,0.8515625,0.9599710702896118
47,0.9950026869773865,0.014083931222558022,0.890625,0.6533849835395813
48,0.9938742518424988,0.01756604202091694,0.875,0.7369142174720764
49,0.9928532838821411,0.021191077306866646,0.828125,0.9045394062995911
