epoch,accuracy,loss,val_accuracy,val_loss
0,0.8854379653930664,0.715679943561554,0.859375,0.7498530745506287
1,0.9031165838241577,0.4791506826877594,0.8671875,0.6234070062637329
2,0.9180010557174683,0.3538685142993927,0.90625,0.5286610126495361
3,0.934390127658844,0.2527351379394531,0.8984375,0.48144182562828064
4,0.9445459246635437,0.19359536468982697,0.875,0.5508233308792114
5,0.9541106820106506,0.1490829885005951,0.8828125,0.5868808031082153
6,0.9636217355728149,0.11224237829446793,0.890625,0.5647994875907898
7,0.9720580577850342,0.08550692349672318,0.90625,0.44759196043014526
8,0.9774852395057678,0.06661202013492584,0.890625,0.4476649761199951
9,0.9816765189170837,0.04954519122838974,0.90625,0.5183360576629639
10,0.9865663647651672,0.0376814603805542,0.8984375,0.4170246124267578
11,0.9897366762161255,0.029713384807109833,0.8984375,0.41420724987983704
12,0.9916173815727234,0.02381083182990551,0.8984375,0.44098973274230957
13,0.9939280152320862,0.01776597462594509,0.9140625,0.42057499289512634
14,0.9952713847160339,0.015663767233490944,0.9296875,0.38124826550483704
15,0.9965609908103943,0.01126099657267332,0.90625,0.36300405859947205
16,0.9965072274208069,0.012520002201199532,0.8828125,0.4363376498222351
17,0.997904360294342,0.00846724584698677,0.8984375,0.3981647491455078
18,0.9983879923820496,0.007211450953036547,0.9140625,0.3141639530658722
19,0.9980118274688721,0.006898792460560799,0.921875,0.3599075376987457
20,0.9982267618179321,0.006447159685194492,0.9140625,0.4381653666496277
21,0.9993014335632324,0.0038413451984524727,0.921875,0.35725200176239014
22,0.9988178610801697,0.005026452708989382,0.921875,0.34025463461875916
23,0.9993551969528198,0.003413039492443204,0.8984375,0.388942688703537
24,0.9991939663887024,0.00335793592967093,0.90625,0.44046396017074585
25,0.9994089007377625,0.002937845652922988,0.90625,0.42493489384651184
26,0.9991402626037598,0.002653357805684209,0.890625,0.38353633880615234
27,0.9994089007377625,0.0023594293743371964,0.8984375,0.5101606845855713
28,0.9996238350868225,0.0018676036270335317,0.890625,0.5071051716804504
29,0.9997313022613525,0.0017007339047268033,0.90625,0.4690079689025879
30,0.99989253282547,0.0012506276834756136,0.8984375,0.41016778349876404
31,0.9998387694358826,0.0010240005794912577,0.9375,0.40245890617370605
32,0.9998387694358826,0.0011535657104104757,0.90625,0.4859578311443329
33,0.9995701313018799,0.0013705726014450192,0.90625,0.5065191984176636
34,0.9998387694358826,0.001043337513692677,0.9140625,0.48080265522003174
35,0.9998387694358826,0.0009226474212482572,0.9140625,0.4554938077926636
36,0.9998387694358826,0.0008713981951586902,0.90625,0.4778074324131012
37,0.9998387694358826,0.0007539375219494104,0.9140625,0.4406849145889282
38,0.9999462366104126,0.00043463666224852204,0.921875,0.42240941524505615
39,0.9997313022613525,0.0009645962854847312,0.9140625,0.35437682271003723
40,0.9998387694358826,0.000920869002584368,0.921875,0.4783969223499298
41,0.9999462366104126,0.000666266365442425,0.921875,0.4141809344291687
42,0.99989253282547,0.000514625571668148,0.9140625,0.4461655616760254
43,0.9997850656509399,0.0010196337243542075,0.9296875,0.3762190639972687
44,0.9997850656509399,0.000687534746248275,0.921875,0.4630075693130493
45,1.0,0.00024872549693100154,0.921875,0.5110421776771545
46,0.9998387694358826,0.0008439149823971093,0.9296875,0.4827505052089691
47,1.0,0.0001976797793759033,0.9296875,0.47241708636283875
48,1.0,0.00025163713144138455,0.921875,0.45921963453292847
49,1.0,0.00019880119361914694,0.921875,0.47085368633270264
