epoch,accuracy,loss,val_accuracy,val_loss
0,0.9602364301681519,0.2853648066520691,0.9609375,0.24822092056274414
1,0.9706072211265564,0.1602921038866043,0.953125,0.3042082190513611
2,0.9783449769020081,0.10720361769199371,0.9453125,0.3725946545600891
3,0.9823213219642639,0.07445554435253143,0.9609375,0.16806116700172424
4,0.9883933663368225,0.04796440154314041,0.953125,0.22579443454742432
5,0.9902740716934204,0.03374294564127922,0.96875,0.16581681370735168
6,0.9930145144462585,0.0230683833360672,0.953125,0.24684467911720276
7,0.9941429495811462,0.018921900540590286,0.953125,0.21027833223342896
8,0.9962385892868042,0.011006748303771019,0.953125,0.20463372766971588
9,0.9963997602462769,0.010207426734268665,0.953125,0.24811945855617523
10,0.9974744915962219,0.0071113258600234985,0.953125,0.23059964179992676
11,0.9979580640792847,0.006662400905042887,0.9609375,0.24682466685771942
12,0.9979580640792847,0.006247455719858408,0.9609375,0.14711230993270874
13,0.9978505969047546,0.006444219034165144,0.96875,0.22463726997375488
14,0.9981729984283447,0.006138732191175222,0.953125,0.3140190839767456
15,0.9986029267311096,0.0045721749775111675,0.953125,0.21434617042541504
16,0.9990864992141724,0.003370979567989707,0.953125,0.293113648891449
17,0.9993551969528198,0.0017329888651147485,0.953125,0.16241425275802612
18,0.9991939663887024,0.003163483226671815,0.96875,0.12668727338314056
19,0.9993014335632324,0.0019456584705039859,0.9609375,0.24237266182899475
20,0.9992477297782898,0.002434869296848774,0.9609375,0.19592612981796265
21,0.9996238350868225,0.0013363161124289036,0.953125,0.2253274917602539
22,0.9994089007377625,0.001465921406634152,0.953125,0.21053865551948547
23,0.9994089007377625,0.001679430017247796,0.953125,0.29125940799713135
24,0.9995701313018799,0.001310337451286614,0.953125,0.30799585580825806
25,0.9994089007377625,0.0014848157297819853,0.9609375,0.15059509873390198
26,0.9996775984764099,0.0013996168272569776,0.953125,0.1816841959953308
27,0.9996238350868225,0.0010723411105573177,0.96875,0.12737935781478882
28,0.9994089007377625,0.0017988438485190272,0.96875,0.1553502231836319
29,0.9996238350868225,0.0008031795732676983,0.96875,0.16152435541152954
30,0.9998387694358826,0.0008130527567118406,0.96875,0.1557675004005432
31,0.9999462366104126,0.0002601455489639193,0.953125,0.22390493750572205
32,0.9999462366104126,0.00020280333410482854,0.9609375,0.20994164049625397
33,0.99989253282547,0.0004985292325727642,0.953125,0.1765623539686203
34,0.9999462366104126,0.0003596284077502787,0.9375,0.2729015350341797
35,0.9998387694358826,0.0003852864319924265,0.96875,0.16275927424430847
36,0.9998387694358826,0.0005442887195385993,0.9609375,0.2873144745826721
37,1.0,0.00014300971815828234,0.9609375,0.2202795296907425
38,0.99989253282547,0.00027850622427649796,0.953125,0.24587668478488922
39,0.99989253282547,0.0001719318242976442,0.96875,0.1760391891002655
40,0.9999462366104126,0.00015602106577716768,0.9609375,0.2386738806962967
41,1.0,6.715820200042799e-05,0.953125,0.21845105290412903
42,1.0,7.736690167803317e-05,0.953125,0.1666339933872223
43,1.0,5.551952563109808e-05,0.953125,0.3291164040565491
44,0.99989253282547,0.0004380892205517739,0.9453125,0.27577975392341614
45,1.0,0.000121991106425412,0.9609375,0.19318094849586487
46,1.0,5.0887505494756624e-05,0.9609375,0.28262555599212646
47,1.0,1.4996933714428451e-05,0.953125,0.22802869975566864
48,0.9998387694358826,0.00030400187824852765,0.9609375,0.1982981562614441
49,1.0,8.225621422752738e-05,0.96875,0.1772255003452301
