epoch,accuracy,loss,val_accuracy,val_loss
0,0.8682428598403931,0.633713960647583,0.84375,0.5012176036834717
1,0.8805481195449829,0.35488593578338623,0.8671875,0.4121040999889374
2,0.9054272174835205,0.2553892731666565,0.8671875,0.48605039715766907
3,0.9218699336051941,0.20580421388149261,0.8984375,0.25478121638298035
4,0.9377753734588623,0.1629915088415146,0.859375,0.29248887300491333
5,0.951101541519165,0.12754088640213013,0.8828125,0.37343305349349976
6,0.9579258561134338,0.10721717029809952,0.8828125,0.35487478971481323
7,0.966039776802063,0.08762681484222412,0.859375,0.5292591452598572
8,0.9699623584747314,0.07952462881803513,0.8671875,0.6436870694160461
9,0.9721655249595642,0.06921477615833282,0.875,0.601982831954956
10,0.97592693567276,0.06369182467460632,0.859375,0.5635240077972412
11,0.9772165417671204,0.0606638602912426,0.8515625,0.47821685671806335
12,0.9818914532661438,0.051336221396923065,0.875,0.4683452248573303
13,0.983503520488739,0.041533876210451126,0.890625,0.5357488393783569
14,0.9844707250595093,0.04233752563595772,0.890625,0.3705303966999054
15,0.9869962334632874,0.03806646913290024,0.8828125,0.603945791721344
16,0.9868887662887573,0.04073920100927353,0.890625,0.36454787850379944
17,0.9881783723831177,0.03367497771978378,0.8984375,0.42419230937957764
18,0.9905427098274231,0.02746603451669216,0.875,0.768182635307312
19,0.9895755052566528,0.030027026310563087,0.8515625,0.8098612427711487
20,0.9900591373443604,0.029706062749028206,0.8828125,0.5573469400405884
21,0.9896829724311829,0.02941897138953209,0.859375,0.547676682472229
22,0.9915636777877808,0.028877906501293182,0.8671875,0.6034533977508545
23,0.9930145144462585,0.022370513528585434,0.8515625,0.7059229016304016
24,0.9923697113990784,0.0232390109449625,0.8828125,0.4023529589176178
25,0.992638349533081,0.022169798612594604,0.8671875,0.654217004776001
26,0.992423415184021,0.023375142365694046,0.90625,0.46194085478782654
27,0.9927995800971985,0.022803323343396187,0.8984375,0.31621941924095154
28,0.9920473098754883,0.0234645064920187,0.859375,0.6005200147628784
29,0.9963460564613342,0.012061716057360172,0.8828125,0.7334667444229126
30,0.9951639175415039,0.015436493791639805,0.9140625,0.7867235541343689
31,0.9941966533660889,0.017006944864988327,0.8984375,0.4983389377593994
32,0.9951101541519165,0.015673942863941193,0.8828125,0.5106508135795593
33,0.9953250885009766,0.015742525458335876,0.921875,0.6160717010498047
34,0.995593786239624,0.012864002026617527,0.875,0.7609818577766418
35,0.9956474900245667,0.012943346053361893,0.890625,0.5987929105758667
36,0.9959698915481567,0.012235169298946857,0.8671875,0.8431838154792786
37,0.9958624243736267,0.016058770939707756,0.8984375,0.6647489666938782
38,0.995701253414154,0.01291887741535902,0.8984375,0.7173337340354919
39,0.9963460564613342,0.011205838993191719,0.890625,0.6734933853149414
40,0.9972595572471619,0.008696461096405983,0.890625,0.696385383605957
41,0.995593786239624,0.012742957100272179,0.8828125,0.7094323635101318
42,0.9960773587226868,0.011148441582918167,0.8671875,0.5495578646659851
43,0.9959161877632141,0.01111744623631239,0.8828125,0.64011549949646
44,0.997796893119812,0.0075297364965081215,0.8671875,0.7047898769378662
45,0.9963997602462769,0.012785964645445347,0.8828125,0.6526177525520325
46,0.9958087205886841,0.01211041584610939,0.875,0.8131653666496277
47,0.9967222213745117,0.010393978096544743,0.8828125,0.7882393598556519
48,0.9960773587226868,0.011690504848957062,0.90625,0.4421776831150055
49,0.9965609908103943,0.011156439781188965,0.90625,0.600458562374115
