epoch,acc,loss,val_acc,val_loss
0,0.9237507,0.49940242465773543,0.90625,1.157731406390667
1,0.9301451,0.4295976533984001,0.90625,0.955375462770462
2,0.9353036,0.3803638954384145,0.90625,1.0482054948806763
3,0.9389576,0.336289241387412,0.8828125,1.1071296483278275
4,0.9423428,0.31287293955313283,0.890625,0.9491708353161812
5,0.9430414,0.2969169597713548,0.8984375,1.0216691568493843
6,0.9466953,0.2738693159197195,0.890625,1.018860638141632
7,0.95174634,0.23458800290148596,0.890625,0.7831101827323437
8,0.9505105,0.24666982643164911,0.8984375,0.9706831648945808
9,0.95357335,0.22753263054142528,0.8828125,1.2145785093307495
10,0.9559914,0.21242830342895921,0.890625,1.0495200213044882
11,0.95480925,0.2136298956729864,0.8984375,0.8542464654892683
12,0.95792586,0.19906777976643986,0.8828125,1.0796299427747726
13,0.9618485,0.170683410480026,0.9140625,0.8830828312784433
14,0.96206343,0.16313000249271628,0.8984375,0.9299529865384102
15,0.9660935,0.14696800349366262,0.890625,0.7885068487375975
16,0.9652875,0.15594157996570823,0.8984375,0.7941518388688564
17,0.96555614,0.14827915304128284,0.90625,0.8953937068581581
18,0.9675981,0.1352443253095338,0.8828125,1.0028608962893486
19,0.9681354,0.1423197238526004,0.8984375,0.744643609970808
20,0.96867275,0.13484615237752678,0.8984375,0.873906240798533
21,0.9679205,0.13390851942606322,0.890625,1.005439942702651
22,0.9688877,0.12904325477849127,0.8984375,1.029717257246375
23,0.97178936,0.11411704025429985,0.90625,1.0526154339313507
24,0.9696937,0.12125647681605843,0.90625,0.7762328274548054
25,0.971252,0.11261901452651367,0.890625,1.0777230970561504
26,0.9713595,0.11941555376621288,0.890625,1.133260264992714
27,0.9698012,0.11882230731461257,0.8984375,1.2182785123586655
28,0.97017735,0.11800351697601194,0.8984375,0.9992080125957727
29,0.97431487,0.10440772332320997,0.8984375,0.817197747528553
30,0.97565824,0.09157951138996408,0.90625,0.9330330519005656
31,0.9766792,0.0854988146880256,0.890625,1.020370438694954
32,0.97657174,0.09421163123133003,0.9140625,0.9940184888546355
33,0.97721654,0.09389710546925423,0.921875,0.9113158540567383
34,0.97748524,0.08201945344601279,0.90625,0.8527048174291849
35,0.97904354,0.0876074893318358,0.90625,0.941537351347506
36,0.9780226,0.08633517026464277,0.8828125,1.3043318204581738
37,0.980172,0.07637867578548937,0.890625,0.9971013441681862
38,0.97904354,0.0849410485097894,0.8828125,1.1146215423941612
39,0.9792585,0.07549602849121388,0.8671875,1.3013089001178741
40,0.98189145,0.06649968996839942,0.890625,1.0062411408871412
41,0.98162276,0.06895130457785417,0.90625,0.9041125550866127
42,0.9829124,0.06112745514757917,0.890625,1.012030865997076
43,0.9816765,0.07057575364813892,0.875,1.1031917743384838
44,0.9821064,0.06593929170882704,0.8828125,1.0603487752377987
45,0.98253626,0.06712010703488516,0.8984375,0.8407430164515972
46,0.98312736,0.06347543244756536,0.890625,0.8009394109249115
47,0.9847931,0.05471442900584479,0.9140625,0.9166302105732029
48,0.9832885,0.06321771564591419,0.9140625,0.6436898652464151
49,0.9836647,0.06262866853956492,0.9140625,0.6092152968049049
